CITY,STATE
Avest,Gelderland
Axel,Zeeland
Azelo,Overijssel
Azewijn,Gelderland
Baaiduinen,Friesland
Baaium,Friesland
Baak,Gelderland
Baakhoven,Limburg
Baaks,Limburg
Baakwoning,Zuid-Holland
Baal,Gelderland
Baalhoek,Zeeland
Baambrugge,Utrecht
Baambrugse Zuwe,Utrecht
Baamsum,Groningen
Baanhoek (?),Zuid-Holland
Baard,Friesland
Baarderburen,Friesland
Baarland,Zeeland
Baarle-Nassau,Noord-Brabant
Baarlo,Limburg
Baarlo,Overijssel
Baarlo,Overijssel
Baarn,Utrecht
Baars,Overijssel
Baarschot,Noord-Brabant
Baarschot,Noord-Brabant
Baarschot,Noord-Brabant
Baarsdorp,Zeeland
Baarstraat,Limburg
Babberich,Gelderland
Baburen,Friesland
Babyloniënbroek,Noord-Brabant
Badhoevedorp,Noord-Holland
Bad Nieuweschans,Groningen
Baexem,Limburg
Baflo,Groningen
Bahr,Gelderland
Bakel,Noord-Brabant
Bakelsebrug,Noord-Brabant
Bakendorp,Zeeland
Bakertand,Noord-Brabant
Bakhuisbos,Gelderland
Bakhuizen,Friesland
Bakkerom,Groningen
Bakkersdam,Zeeland
Bakkeveen,Friesland
Balgoij,Gelderland
Balhofstede,Zeeland
Balinge,Drenthe
Balk,Friesland
Balkbrug,Overijssel
Ballast,Drenthe
Balleman,Noord-Brabant
Ballingbuur,Friesland
Balloo,Drenthe
Ballum,Friesland
Balmahuizen,Groningen
Baneheide,Limburg
Banholt,Limburg
Bankert,Noord-Brabant
Bant,Flevoland
Bantega,Friesland
Barchem,Gelderland
Barendrecht,Zuid-Holland
Barendrechtse Veer,Zuid-Holland
Bareveld,Drenthe
Bargebek,Friesland
Barger-Compascuum,Drenthe
Barger-Erfscheidenveen,Drenthe
Barger-Oosterveen,Drenthe
Barlage,Groningen
Barlaque,Noord-Brabant
Barlo,Gelderland
Barneveld,Gelderland
Barnflair,Groningen
Barrier,Limburg
Barsbeek,Overijssel
Barsingerhorn,Noord-Holland
Bartlehiem,Friesland
Bartlehiem,Friesland
Bartlehiem,Friesland
Bartlehiem,Friesland
Barwoutswaarder,Utrecht
Basse,Overijssel
Basserveld,Overijssel
Batenburg,Gelderland
Bath,Zeeland
Bathmen,Overijssel
Battenoord,Zuid-Holland
Bavel,Noord-Brabant
Bavel AC,Noord-Brabant
Bavinkel,Overijssel
Bazuin,Drenthe
Bears,Friesland
Beckum,Overijssel
Bedaf,Noord-Brabant
Bedum,Groningen
Beegden,Limburg
Beek,Limburg
Beek,Gelderland
Beek,Gelderland
Beek,Limburg
Beek en Donk,Noord-Brabant
Beekbergen,Gelderland
Beekdorp,Overijssel
Beekheuvel,Limburg
Beekkant,Limburg
Beemdkant,Noord-Brabant
Beemte,Gelderland
Beemte Broekland,Gelderland
Beerenplaat,Zuid-Holland
Beers,Noord-Brabant
“Beers NB”,Noord-Brabant
Beerschoten,Utrecht
Beersterhoogen,Groningen
Beerta,Groningen
Beertsenhoven,Limburg
Beerze,Overijssel
Beerzerveld,Overijssel
Beesd,Gelderland
Beesel,Limburg
Beets,Noord-Holland
Beetsterzwaag,Friesland
Behelp,Noord-Brabant
Beilen,Drenthe
Beilervaart,Drenthe
Beinsdorp,Noord-Holland
Bekelaar,Noord-Brabant
Bekenes,Utrecht
Bekveld,Gelderland
Beldert,Zeeland
Belfeld,Limburg
Belgenhoek,Limburg
Belgeren,Noord-Brabant
Bellingwolde,Groningen
Beltrum,Gelderland
Belt-Schutsloot,Overijssel
Belvert,Noord-Brabant
Bemelen,Limburg
Bemmel,Gelderland
Bemmer,Noord-Brabant
Benderse,Drenthe
Beneden Veensloot,Groningen
Benedenberg,Zuid-Holland
Benedeneind,Noord-Brabant
Benedeneind,Utrecht
Beneden-Haastrecht,Zuid-Holland
Benedenheul,Zuid-Holland
Benedenkerk,Zuid-Holland
Beneden-Leeuwen,Gelderland
Bennebroek,Noord-Holland
Bennekom,Gelderland
Benneveld,Drenthe
Benningbroek,Noord-Holland
Benschop,Utrecht
Bent,Zuid-Holland
Bentelo,Overijssel
Benthem,Noord-Brabant
Benthuizen,Zuid-Holland
Bentveld,Noord-Holland
Benzenrade,Limburg
Berenbroek,Noord-Brabant
Berg,Noord-Brabant
Berg,Limburg
Berg,Limburg
Berg,Limburg
Berg (?),Limburg
Berg en Dal,Gelderland
Berg en Terblijt,Limburg
Bergakker,Gelderland
Bergambacht,Zuid-Holland
Bergeijk,Noord-Brabant
Bergen,Noord-Holland
“Bergen (NH)”,Noord-Holland
Bergen,Limburg
“Bergen L”,Limburg
Bergen aan Zee,Noord-Holland
Bergen op Zoom,Noord-Brabant
Bergenhuizen,Limburg
Bergenshuizen,Noord-Brabant
Bergentheim,Overijssel
Bergerden,Gelderland
Bergharen,Gelderland
Berghem,Limburg
Berghem,Noord-Brabant
Berghuizen,Drenthe
Berghuizen,Gelderland
Berghuizen,Gelderland
Berghum,Overijssel
Bergsche Heide,Limburg
Bergschenhoek,Zuid-Holland
Bergstoep,Zuid-Holland
Berik,Limburg
Beringe,Limburg
Berkeind,Noord-Brabant
Berkeindje,Noord-Brabant
Berkel en Rodenrijs,Zuid-Holland
Berkelaar,Limburg
Berkel-Enschot,Noord-Brabant
Berkenwoude,Zuid-Holland
Berkhoek,Noord-Brabant
Berkhoek,Noord-Brabant
Berkhout,Noord-Holland
Berkt,Noord-Brabant
Berkt,Noord-Brabant
Berlicum,Noord-Brabant
Berltsum,Friesland
Bern,Gelderland
Bernsterburen,Friesland
Besselaar,Noord-Brabant
Best,Noord-Brabant
Besthmen,Overijssel
Beswerd,Groningen
Bethlehem,Groningen
Betterwurd,Friesland
Beugen,Noord-Brabant
Beugt,Noord-Brabant
Beukelaar,Noord-Brabant
Beuningen,Gelderland
“Beuningen Gld”,Gelderland
Beuningen,Overijssel
Beusbergen,Overijssel
Beuseberg,Overijssel
Beusichem,Gelderland
Beutenaken,Limburg
Bevermeer,Gelderland
Beverwijk,Noord-Holland
Biddinghuizen,Flevoland
Biert,Zuid-Holland
Bierum,Groningen
Biervliet,Zeeland
Biervliet,Zeeland
Biesstraat,Limburg
Biessum,Groningen
Biesthoek,Noord-Brabant
Biest-Houtakker,Noord-Brabant
Biestraat,Noord-Brabant
Biezelinge,Zeeland
Biezen,Zeeland
Biezenheuvel,Noord-Brabant
Biezenmortel,Noord-Brabant
Biggekerke,Zeeland
Bijsteren,Gelderland
Bijsterveld,Noord-Brabant
Bikbergen,Noord-Holland
Bikkershorn,Groningen
Bilderdam,Zuid-Holland
Billinghuizen,Limburg
Bilt,Limburg
Bilthoven,Utrecht
Bingelrade,Limburg
Bingerden,Gelderland
Binnen-Moerdijk,Noord-Brabant
Birstum,Friesland
Bisschopswetering,Overijssel
Bisselt,Limburg
Bissen,Limburg
Bitgum,Friesland
Bitgummole,Friesland
Blaaksedijk,Zuid-Holland
Bladel,Noord-Brabant
Blaker,Zuid-Holland
Blankenberg,Gelderland
Blankenham,Overijssel
Blaricum,Noord-Holland
Blauw,Groningen
Blauwe Hand,Overijssel
Blauwe Sluis,Noord-Brabant
Blauwe Sluis,Noord-Brabant
Blauwenhoek,Noord-Brabant
Blauwesluis,Gelderland
Blauwestad,Groningen
Blauwewijk,Zeeland
Blauwhuis,Friesland
Blauwkapel,Utrecht
Blauwverlaat,Friesland
Bleijenbeek,Limburg
Bleijs,Noord-Brabant
Bleiswijk,Zuid-Holland
Blekslage,Groningen
Blenkert,Limburg
Blerick,Limburg
Blesdijke,Friesland
Bleskensgraaf,Zuid-Holland
“Bleskensgraaf ca”,Zuid-Holland
Blessum,Friesland
Blijdenstein,Drenthe
Blije,Friesland
Blijham,Groningen
Blitterswijck,Limburg
Bloemberg,Drenthe
Bloemendaal,Noord-Holland
Blokker,Noord-Holland
Blokland,Utrecht
Blokland,Zuid-Holland
Blokum,Groningen
Blokzijl,Overijssel
Boarnwert,Friesland
Boarnwerthuzen,Friesland
Boatebuorren,Friesland
Boazum,Friesland
Bocholtz,Limburg
Bocholtzerheide,Limburg
Boddenbroek,Limburg
Bodegraven,Zuid-Holland
Boeiink,Noord-Brabant
Boekel,Noord-Brabant
Boekel,Noord-Holland
Boekelo,Overijssel
Boekelte,Friesland
Boekend,Limburg
Boekhorst,Friesland
Boelenslaan,Friesland
Boer,Friesland
Boerakker,Groningen
Boerdonk,Noord-Brabant
Boerelaan,Drenthe
Boerengat,Zeeland
Boerenhoek,Gelderland
Boerenhol,Zeeland
Boerenstreek,Groningen
Boerhaar,Overijssel
Boermastreek,Drenthe
Boesingheliede,Noord-Holland
Boijl,Friesland
Bokhoven,Noord-Brabant
Boksheide,Noord-Brabant
Boksum,Friesland
Bokt,Noord-Brabant
Bolberg,Noord-Brabant
Bolberg,Noord-Brabant
Bolenberg,Limburg
Bollingwier,Friesland
Bolnes,Zuid-Holland
Bolshuizen,Groningen
Bolst,Noord-Brabant
Bolsward,Friesland
Bommelskous,Zuid-Holland
Bommerig,Limburg
Bong,Limburg
Bong,Limburg
Bonkwert,Friesland
Bonnerveen,Drenthe
Bonrepas,Zuid-Holland
Bontebok,Friesland
Bontebrug,Gelderland
Bontemorgen,Gelderland
Boomen,Noord-Brabant
Boompjesdijk,Noord-Brabant
Booneschans,Groningen
Boord,Noord-Brabant
Boornbergum,Friesland
Boornzwaag,Friesland
Boornzwaag over de Wielen,Friesland
Borculo,Gelderland
Borger,Drenthe
Borgercompagnie,Groningen
Borgercompagnie,Groningen
Borgertange,Groningen
Borgerveld,Groningen
Borgharen,Limburg
Borgsweer,Groningen
Borgweg,Groningen
Borkel,Noord-Brabant
Borkeld,Overijssel
Born,Limburg
Borne,Overijssel
Borne,Noord-Brabant
Borneo,Noord-Brabant
Bornerbroek,Overijssel
Borssele,Zeeland
Borteldonk,Noord-Brabant
Op den Bosch,Noord-Brabant
Bosch,Noord-Brabant
Bosch en Duin,Utrecht
Boscheind,Noord-Brabant
Boschheurne,Gelderland
Boschhoven,Noord-Brabant
Boschhoven,Noord-Brabant
Boschkens,Noord-Brabant
Boschoord,Drenthe
Boshoek,Gelderland
Boshoven,Noord-Brabant
Boshoven,Noord-Brabant
Boshoven,Limburg
Boshuizen,Limburg
Bosje,Drenthe
Boskamp,Overijssel
Boskant,Noord-Brabant
Boskant,Gelderland
Boskoop,Zuid-Holland
Boslust,Noord-Brabant
Bosschenhoofd,Noord-Brabant
Bosschenhuizen,Limburg
Bosscherheide,Limburg
Bosserstraat,Limburg
Bosven,Limburg
Boterveen,Drenthe
Boterwijk,Noord-Brabant
Botlek,Zuid-Holland
“Botlek Rotterdam”,Zuid-Holland
Botshoofd,Zeeland
Bouchauterhaven,Zeeland
Boudewijnskerke,Zeeland
Boukoul,Limburg
Bourtange,Groningen
Bouwerschap,Groningen
Boven Pekela,Groningen
Boven Veensloot,Groningen
Bovenberg,Zuid-Holland
Boveneind,Noord-Brabant
Boveneinde,Gelderland
Boven-Haastrecht,Zuid-Holland
Boven-Hardinxveld,Zuid-Holland
Bovenkarspel,Noord-Holland
Bovenkerk,Noord-Holland
Bovenkerk,Zuid-Holland
Boven-Leeuwen,Gelderland
Bovenrijge,Groningen
Bovensluis,Noord-Brabant
Bovensmilde,Drenthe
Bovenstad,Zuid-Holland
Bovenstehuis,Noord-Brabant
Bovenstreek,Drenthe
Bovenstreek,Groningen
Boxmeer,Noord-Brabant
Boxtel,Noord-Brabant
Braakhoek,Noord-Brabant
Braamberg,Overijssel
Braamberg,Groningen
Braambos(ch) (?),Noord-Brabant
Braamt,Gelderland
Brabander,Limburg
Brakel,Noord-Brabant
Brakel,Gelderland
Brammelo,Overijssel
Brand,Noord-Brabant
Brandemolen,Limburg
Brandt,Limburg
Brandwijk,Zuid-Holland
Brantgum,Friesland
Breda,Noord-Brabant
Bredelaar,Gelderland
Bredevoort,Gelderland
Breede,Groningen
Breedenbroek,Gelderland
Breedeveen,Utrecht
Breedeweg,Gelderland
Breedschot,Noord-Brabant
Breehees,Noord-Brabant
Breemortel,Noord-Brabant
Breeveld,Utrecht
Breezand,Noord-Holland
Breezanddijk,Friesland
Breklenkamp,Overijssel
Brem,Noord-Brabant
Brembosch,Noord-Brabant
Breskens,Zeeland
Breudijk,Utrecht
Breugel,Noord-Brabant
Breukelen,Utrecht
Breukeleveen,Noord-Holland
Breyvin,Limburg
Brielle,Zuid-Holland
Brigdamme,Zeeland
Brijdorpe,Zeeland
Brillerij,Groningen
Briltil,Groningen
Brinkmanshoek,Gelderland
Britsum,Friesland
Britswert,Friesland
Broek,Groningen
Broek,Friesland
Broek,Limburg
Broek,Limburg
Broek,Noord-Brabant
Broek,Limburg
Broek,Limburg
Broek,Utrecht
Broek,Friesland
(Den) Broek (?),Limburg
Broek in Waterland,Noord-Holland
Broek op Langedijk,Noord-Holland
Broekeind,Limburg
Broekenseind,Noord-Brabant
Broekheurne,Overijssel
Broekhoven,Noord-Brabant
Broekhoven,Limburg
Broekhuizen,Overijssel
Broekhuizen,Drenthe
Broekhuizen,Limburg
Broekhuizen,Drenthe
Broekhuizenvorst,Limburg
Broekkant,Noord-Brabant
Broekkant,Noord-Brabant
Broekkant,Noord-Brabant
Broekkant,Noord-Brabant
Broekland,Overijssel
Broeksterwâld,Friesland
Broekzijde,Noord-Brabant
Broerdijk,Noord-Holland
Brommelen,Limburg
Brommelen,Limburg
Bronkhorst,Gelderland
Bronneger,Drenthe
Bronnegerveen,Drenthe
Bronsveen,Groningen
Brouwershaven,Zeeland
Bruchem,Gelderland
Brucht,Overijssel
Bruchterveld,Overijssel
Bruggen,Noord-Brabant
Bruggerhuizen,Noord-Brabant
Bruinehaar,Overijssel
Bruinisse,Zeeland
Bruisterbosch,Limburg
Brumhold,Limburg
Brummen,Gelderland
Brunssum,Limburg
Brunsting,Drenthe
Bruntinge,Drenthe
Buchten,Limburg
Budel,Noord-Brabant
Budel-Dorplein,Noord-Brabant
Budel-Schoot,Noord-Brabant
Buggenum,Limburg
Buinen,Drenthe
Buinerveen,Drenthe
Buitenhuizen,Drenthe
Buitenkaag,Noord-Holland
Buitenpost,Friesland
Buitenstverlaat,Friesland
Bulkemsbroek,Limburg
Bulkenaar,Noord-Brabant
Bullenkamp,Gelderland
Bultinge,Drenthe
Bunde,Limburg
Bunne,Drenthe
Bunnik,Utrecht
Bunschoten-Spakenburg,Utrecht
Burdaard,Friesland
Buren,Gelderland
Buren,Friesland
Burgemeester Beinsdorp,Groningen
Burgerbrug,Noord-Holland
Burgersdijk,Zuid-Holland
Burgersdijk,Zuid-Holland
Burgerveen,Noord-Holland
Burgervlotbrug,Noord-Holland
Burgh,Zeeland
Burgh-Haamstede,Zeeland
Burghsluis,Zeeland
Burgt,Noord-Brabant
Burgum,Friesland
Burgwerd,Friesland
Burum,Friesland
Bus,Noord-Brabant
Bus,Noord-Brabant
Bussel,Noord-Brabant
Busselte,Drenthe
Bussereind,Limburg
Bussloo,Gelderland
Bussum,Noord-Holland
Buttinga,Friesland
Buttinge,Zeeland
Buurmalsen,Gelderland
Buurmalsen,Gelderland
Buurse,Overijssel
Buurtje,Noord-Brabant
Buweklooster,Friesland
Cabauw,Utrecht
Cadier en Keer,Limburg
Cadzand,Zeeland
Cadzand-Bad,Zeeland
Calfven,Noord-Brabant
Californië,Limburg
Californië,Gelderland
Callantsoog,Noord-Holland
Calslagen,Noord-Holland
Caluna,Limburg
Camerig,Limburg
Capelle,Noord-Brabant
Capelle aan den IJssel,Zuid-Holland
Capelle-West,Zuid-Holland
Carnisse,Zuid-Holland
Cartils,Limburg
Castelre,Noord-Brabant
Castelré,Noord-Brabant
Castenray,Limburg
Casteren,Noord-Brabant
Castert,Limburg
Castricum,Noord-Holland
Catsop,Limburg
Cattenbroek,Utrecht
Cellemuiden,Overijssel
Ceresdorp,Groningen
Chaam,Noord-Brabant
Chaamdijk,Noord-Brabant
Clinge,Zeeland
Coevorden,Drenthe
Coldenhove,Gelderland
Colijnsplaat,Zeeland
Collendoorn,Overijssel
Collendoornerveen,Overijssel
Colmont,Limburg
Colmschate,Overijssel
Commissiepolle,Friesland
Cornwerd,Friesland
Cortenoever,Gelderland
Cothen,Utrecht
Cottessen,Limburg
Couwelaar,Noord-Brabant
Crailo,Noord-Holland
Cranendonck,Noord-Brabant
Crapoel,Limburg
Craubeek,Limburg
Creil,Flevoland
Crèvecoeur,Noord-Brabant
Crixhoek,Limburg
Crob,Gelderland
Cromvoirt,Noord-Brabant
Croy,Noord-Brabant
Cruquius,Noord-Holland
Cuijk,Noord-Brabant
Culemborg,Gelderland
Daarle,Overijssel
Daarlerveen,Overijssel
Dal,Limburg
Daland,Limburg
Dale,Gelderland
Dalem,Noord-Brabant
Dalem,Zuid-Holland
Dalen,Drenthe
Dalerend,Drenthe
Dalerpeel,Drenthe
Dalerveen,Drenthe
Dalfsen,Overijssel
Dallingeweer,Groningen
Dalmsholte,Overijssel
Dam,Limburg
Damwâld,Friesland
Daniken,Limburg
Darp,Drenthe
Darthuizen,Utrecht
Dassemus,Noord-Brabant
De Ryp,Friesland
De Aa,Noord-Brabant
De Baan,Noord-Brabant
De Beek,Noord-Brabant
De Beek,Gelderland
De Belt,Overijssel
De Bente,Drenthe
De Berg,Noord-Brabant
De Berg,Limburg
De Berk,Noord-Brabant
De Berken,Noord-Brabant
De Biezen,Noord-Brabant
De Bilt,Utrecht
De Birkt,Utrecht
De Blesse,Friesland
De Blijnse,Friesland
De Blokken,Friesland
De Boberden,Limburg
De Bocht,Noord-Brabant
De Boer,Noord-Brabant
De Bolt,Noord-Brabant
De Bosjes,Gelderland
De Bree,Zuid-Holland
De Bree,Utrecht
De Bruil,Gelderland
De Bruil,Groningen
De Buis,Noord-Brabant
De Bult,Groningen
De Bult,Overijssel
De Bus,Noord-Brabant
De Bus,Noord-Brabant
De Buurt,Noord-Holland
De Cocksdorp,Noord-Holland
De Dellen,Noord-Brabant
(De) Dingen,Groningen
De Donk,Zuid-Holland
De Dood,Noord-Brabant
De Driesprong,Zuid-Holland
De Druif,Noord-Brabant
De Elft,Noord-Brabant
De Eng,Gelderland
De Engel,Zuid-Holland
De Falom,Friesland
De Gaasten,Friesland
De Gagel,Noord-Brabant
De Ginkel,Gelderland
De Glind,Gelderland
De Goorn,Noord-Holland
De Grits,Friesland
De Groe,Zeeland
De Groep,Utrecht
De Groeve,Drenthe
De Haandrik,Overijssel
De Haar,Drenthe
De Haar,Gelderland
De Haar,Drenthe
De Haar,Overijssel
De Haar,Drenthe
De Haar,Groningen
De Haere,Gelderland
(De) Haspel,Groningen
De Heen,Noord-Brabant
De Hees,Noord-Brabant
De Hees,Limburg
De Heiberg,Noord-Brabant
De Heide,Limburg
De Hel,Friesland
De Hem,Zuid-Holland
De Hem,Zuid-Holland
De Hem,Friesland
De Heul,Utrecht
De Heurne,Gelderland
De Heuvel,Gelderland
De Heuvel,Noord-Brabant
De Heuvels,Overijssel
De Hilte,Drenthe
De Hoef,Utrecht
De Hoef,Noord-Brabant
De Hoef,Noord-Brabant
De Hoef,Noord-Brabant
De Hoef,Noord-Brabant
De Hoef,Noord-Brabant
De Hoek,Noord-Brabant
De Hoeve,Friesland
De Hoeven,Noord-Brabant
De Hogert,Noord-Brabant
De Holm,Groningen
De Hooge Wegen,Overijssel
De Horck,Limburg
De Horst,Gelderland
De Horst,Gelderland
De Horst,Drenthe
De Horst,Limburg
De Houw,Groningen
De Hut,Limburg
De Hutten,Noord-Brabant
De Jammer,Groningen
De Jouwer,Groningen
De Kade,Gelderland
De Kapel,Noord-Brabant
De Kar,Gelderland
De Keegen,Friesland
De Kempkens,Noord-Brabant
De Kiel,Drenthe
De Kievit,Limburg
De Klei,Zuid-Holland
De Klem,Zuid-Holland
De Klomp,Gelderland
De Klosse,Overijssel
De Knipe,Friesland
De Knol,Zeeland
De Knolle,Friesland
De Kolk,Friesland
De Kolk,Overijssel
De Kolonie,Overijssel
De Koog,Noord-Holland
De Kooi,Zuid-Holland
De Kooi,Friesland
De Kraan,Noord-Brabant
De Kraats,Gelderland
De Krim,Gelderland
De Krim,Overijssel
De Krosselt,Limburg
